Duration,Packets,Total_Bytes,Source_Bytes,ports,Flags,Protocol,Direction
2591.57959,8,494,434,80,4,4,2
2514.455322,5,308,248,80,4,4,2
0.000151,2,203,64,53,4,4,2
0.019477,2,590,87,53,4,4,2
0.045459,7,882,629,80,4,4,2
2866.999756,8,494,434,80,4,4,2
2886.525879,5,308,248,80,4,4,2
2742.741943,5,308,248,80,4,4,2
2606.380859,5,308,248,80,4,4,2
2897.750244,5,308,248,80,4,4,2
2617.792236,5,308,248,80,4,4,2
2639.089111,5,308,248,80,4,4,2
2929.348633,8,494,434,80,4,2,2
2968.070312,5,308,248,80,4,4,2
2706.200928,5,308,248,80,4,4,2
2720.305176,5,308,248,80,4,4,2
3040.165771,5,308,248,80,4,4,2
2896.734619,5,308,248,80,4,4,2
3048.245605,8,494,434,80,4,4,2
2917.700928,5,308,248,80,4,4,2
3080.525391,5,308,248,80,4,4,2
0.200739,2,553,78,53,4,4,2
500.00296,14,5498,531,80,4,4,2
3106.314453,5,308,248,80,39,3,1
3131.894531,5,308,248,80,4,4,2
2985.825684,7,640,518,80,4,4,2
2987.742676,5,308,248,80,4,4,2
2996.96582,5,308,248,80,4,4,2
3006.384277,5,308,248,80,4,4,2
3169.050049,10,956,510,80,4,4,2
0.347942,2,215,71,53,4,4,2
3044.351318,5,308,248,80,4,4,2
3200.198975,5,308,248,80,4,4,2
3210.164062,8,494,434,80,4,4,2
2294.305908,8,488,248,443,39,3,1
3121.948486,5,308,248,80,4,4,2
3291.64917,5,308,248,80,4,4,2
2214.898682,10,612,372,443,4,4,2
3325.001953,5,308,248,80,4,4,2
3333.477539,5,308,248,80,4,4,2
0.295316,2,238,73,53,4,4,2
0.476399,7,948,639,80,39,3,1
0.039879,2,215,71,53,4,4,2
0.320119,2,212,77,53,4,4,2
0.218975,37,27990,1046,80,4,4,2
0.366281,163,142691,4045,80,4,4,2
3373.767334,5,308,248,80,4,4,2
0.516518,2,217,78,53,4,4,2
0.161651,2,196,72,53,4,4,2
0.39527,10,932,462,80,4,4,2
1.375287,175,142305,4242,80,4,4,2
0.40679,10,934,464,80,4,4,2
0.79691,28,18046,882,80,4,4,2
0.372815,2,202,72,53,4,4,2
0.409927,10,934,464,80,4,4,2
0.667104,20,11727,705,80,4,4,2
1.232768,94,71890,2446,80,4,4,2
20.397797,59,45341,1660,80,42,3,1
1.35698,129,100809,3225,80,4,4,2
0.363235,2,247,72,53,4,4,2
0.345533,2,247,72,53,39,3,1
0.325616,2,247,72,53,4,4,2
0.284592,2,247,72,53,4,4,2
1.485837,176,141862,4365,80,4,4,2
0.405048,10,932,462,80,4,4,2
0.396937,10,934,464,80,4,4,2
1.231371,189,144620,4964,80,4,4,2
0.403648,10,961,491,80,4,4,2
0.408385,10,925,455,80,25,3,1
0.025607,2,389,68,53,4,4,2
0.137136,2,196,72,53,4,4,2
0.053076,2,312,69,53,4,4,2
0.345907,2,389,74,53,4,4,2
0.406442,10,2483,844,80,4,4,2
0.972044,2,237,70,53,4,4,2
2.146133,4,385,243,53,39,3,1
1.473657,451,418953,11323,80,140,3,1
0.172845,2,481,72,53,4,4,2
3.441365,259,233035,6977,80,4,4,2
0.792196,9,2589,611,888,4,4,2
0.330102,2,218,77,53,4,4,2
9.403117,150,137436,3721,82,134,3,1
0.342005,2,479,71,53,4,4,2
0.358802,2,430,71,53,4,4,2
1.759083,295,268719,7786,80,4,4,2
0.317941,2,227,69,53,4,4,2
0.000328,2,244,72,53,4,4,2
0.4479,2,248,72,53,25,3,1
0.036818,2,267,72,53,64,3,1
0.133689,2,261,68,53,4,4,2
0.132196,2,291,66,53,4,4,2
0.220838,2,234,74,53,4,4,2
1994.104736,5,641,231,53,134,3,1
0.549529,2,235,73,53,4,4,2
0.299407,2,200,72,53,39,3,1
0.02067,2,308,71,53,4,4,2
0.024399,2,216,74,53,4,4,2
0.260304,2,210,71,53,134,3,1
0.00029,2,223,81,53,134,3,1
0.98869,11,1327,840,888,4,4,2
0.365805,10,1371,854,80,4,4,2
0.246556,2,476,71,53,4,4,2
0.344279,10,1785,857,80,4,4,2
0.206546,2,283,71,53,41,3,1
0.166305,2,437,74,53,4,4,2
0.322977,10,1507,596,80,39,3,1
0.464632,9,1153,654,80,4,4,2
0.404397,2,182,71,53,4,4,2
0.99042,11,1327,840,888,39,3,1
0.230565,2,470,87,53,4,4,2
0.186705,13,6077,749,80,46,3,1
0.78009,17,9211,777,80,4,4,2
0.138948,10,1448,699,80,4,4,2
0.000416,2,424,79,53,39,3,1
0.143342,10,1497,691,80,4,4,2
0.061716,2,319,80,53,4,4,2
0.139734,8,1719,748,80,4,4,2
0.238643,11,2608,797,80,4,4,2
2.832929,48,37425,1441,81,39,3,1
0.140648,10,2274,1154,80,4,4,2
0.001781,2,487,84,53,4,4,2
66.005585,8,1229,610,80,4,4,2
0.149936,11,3169,1376,80,4,4,2
0.001539,2,451,71,53,4,4,2
89.90049,252,206159,16464,80,4,4,2
0.001715,2,452,71,53,4,4,2
0.021279,11,2010,685,80,4,4,2
3404.162354,5,308,248,80,39,3,1
0.017441,2,479,70,53,134,3,1
0.00025,2,202,72,53,4,4,2
4.689397,40,30963,1140,80,39,3,1
0.565192,8,1364,659,80,4,4,2
0.001631,2,452,71,53,46,3,1
0.190653,14,6030,1020,80,39,3,1
89.529205,14,3648,2170,80,46,3,1
0.225765,11,3392,963,80,4,4,2
0.000496,2,459,94,53,4,4,2
89.163933,70,58477,4089,80,4,4,2
3404.936279,7,604,482,80,4,4,2
0.000244,2,223,81,53,39,3,1
0.971612,11,1324,837,888,4,4,2
0.987039,11,1328,841,888,4,4,2
0.000234,2,182,71,53,4,4,2
0.310953,10,1305,763,80,4,4,2
0.000407,2,476,71,53,4,4,2
0.342809,10,1897,969,80,4,4,2
0.303977,10,1508,596,80,4,4,2
0.18863,14,6141,810,80,4,4,2
0.139873,10,1451,701,80,4,4,2
0.228772,9,2578,997,80,4,4,2
0.144192,10,2277,1156,80,140,3,1
0.178472,11,3379,1512,80,39,3,1
0.012006,11,1965,788,80,4,4,2
0.189362,14,6098,1086,80,4,4,2
0.241742,11,3478,1030,80,39,3,1
0.339442,10,1897,969,80,4,4,2
0.340687,10,1507,596,80,4,4,2
0.190555,14,6137,809,80,4,4,2
0.140008,10,1448,699,80,4,4,2
0.238044,9,2619,1040,80,4,4,2
0.138946,10,2274,1154,80,4,4,2
0.152084,11,3453,1555,80,4,4,2
0.013134,11,1978,801,80,4,4,2
0.380391,10,1308,766,80,4,4,2
0.1876,13,6066,1055,80,4,4,2
0.236925,11,3538,1059,80,4,4,2
17.709921,193,128326,4852,80,4,4,2
114.67189,145,117255,4270,443,4,4,2
0.321202,2,318,72,53,4,4,2
0.30128,2,318,72,53,4,4,2
0.695192,2,275,71,53,4,4,2
0.305862,10,1897,969,80,4,4,2
0.300581,10,1301,759,80,4,4,2
0.369755,2,198,70,53,39,3,1
3322.087891,5,308,248,80,4,4,2
0.308794,10,1312,770,80,4,4,2
0.340456,10,1508,596,80,4,4,2
0.241981,10,1174,540,80,4,4,2
0.321628,10,1912,981,80,4,4,2
3.838903,4,607,231,53,4,4,2
3463.748535,5,308,248,80,134,3,1
1.543629,15,6198,810,80,4,4,2
3.730292,8,686,504,80,41,3,1
1.252479,10,1510,599,80,42,3,1
1.421723,10,1913,985,80,4,4,2
0.815818,8,652,410,80,4,4,2
9.507068,9,706,524,80,4,4,2
1.107142,10,945,501,80,4,4,2
0.995497,7,593,411,80,4,4,2
1.11964,10,981,537,80,4,4,2
2344.462158,10,820,638,80,39,3,1
1.004555,10,953,507,80,4,4,2
1.112942,10,1012,568,80,4,4,2
1.269642,10,961,515,80,39,3,1
2363.456543,10,786,604,80,4,4,2
0.970121,8,708,466,80,4,4,2
1.281233,10,950,506,80,4,4,2
0.966917,8,607,365,80,4,4,2
1.001592,8,622,380,80,4,4,2
0.999143,8,654,412,80,4,4,2
627.646973,33,2168,1206,80,4,4,2
150.073898,11,867,685,80,4,4,2
3.645342,9,723,481,80,4,4,2
149.740692,12,886,644,80,4,4,2
2397.686035,13,969,787,80,4,4,2
149.706558,12,870,628,80,4,4,2
2565.167969,21,2174,1806,80,4,4,2
0.889498,7,595,413,80,4,4,2
1.233886,10,1449,700,80,4,4,2
3.043701,8,652,470,80,4,4,2
1.643254,15,6197,809,80,4,4,2
0.84945,8,649,407,80,4,4,2
0.881808,7,556,374,80,4,4,2
1.344531,10,1507,596,80,4,4,2
8.705197,9,667,485,80,4,4,2
0.917627,8,692,450,80,39,3,1
0.92374,6,510,388,80,134,3,1
149.56897,11,839,657,80,4,4,2
149.560837,11,847,665,80,25,3,1
2513.286377,12,736,554,80,4,4,2
282.476715,15,1095,913,80,4,4,2
2.97673,9,698,456,80,152,3,1
8.886977,10,785,543,80,4,4,2
8.90829,8,665,543,80,4,4,2
0.72773,7,591,409,80,4,4,2
0.757537,7,568,386,80,4,4,2
0.771084,7,599,417,80,4,4,2
0.773571,7,630,448,80,4,4,2
149.847427,11,869,687,80,4,4,2
155.829361,11,853,731,80,4,4,2
8.813793,9,720,538,80,4,4,2
8.825581,9,724,542,80,4,4,2
0.701609,8,692,450,80,4,4,2
8.707903,4,246,186,80,4,4,2
0.692119,7,648,466,80,4,4,2
0.711944,7,603,421,80,4,4,2
2597.317139,12,736,554,80,4,4,2
2.722468,8,624,442,80,4,4,2
2.736971,8,664,482,80,147,3,1
0.610862,11,3124,1116,80,4,4,2
2627.334229,9,550,368,80,4,4,2
2648.913086,9,550,428,80,4,4,2
150.078293,12,884,642,80,4,4,2
0.374049,13,6074,749,80,4,4,2
0.264168,7,559,377,80,4,4,2
0.275388,7,636,454,80,39,3,1
0.210128,10,1448,699,80,4,4,2
37.606987,41,31172,1871,80,39,3,1
0.838706,11,3375,1236,80,140,3,1
0.243108,10,1446,698,80,4,4,2
0.917097,11,3540,1235,80,4,4,2
36.575287,24,16744,1026,80,4,4,2
1345.439087,20,3832,1970,80,4,4,2
0.307547,10,1511,599,80,4,4,2
0.586921,13,6081,750,80,4,4,2
0.190382,10,1451,701,80,4,4,2
0.312289,9,2948,1378,80,4,4,2
0.225899,10,2277,1156,80,4,4,2
0.344321,13,4408,1947,80,4,4,2
2702.835938,16,982,800,80,4,4,2
0.201271,2,482,74,53,4,4,2
0.047028,2,235,78,53,4,4,2
5.199955,10,1766,1316,80,152,3,1
0.226351,9,2148,1118,80,39,3,1
9.026531,10,984,600,80,4,4,2
9.044614,10,984,600,80,4,4,2
2710.421387,10,610,428,80,4,4,2
0.339393,10,1913,985,80,38,3,1
0.326294,10,1507,596,80,4,4,2
0.187144,13,6077,749,80,4,4,2
0.14736,10,1448,699,80,4,4,2
0.221614,9,3031,1463,80,4,4,2
3541.509277,20,3725,1855,80,39,3,1
0.172229,13,4521,2032,80,4,4,2
0.086362,9,2194,1164,80,39,3,1
5.055319,10,1764,1314,80,4,4,2
0.128363,8,861,477,80,4,4,2
0.544457,10,983,537,80,39,3,1
0.44166,8,863,477,80,4,4,2
2705.862305,13,1662,740,80,4,4,2
9.46084,8,672,550,80,4,4,2
0.437242,8,810,424,80,4,4,2
93.299232,16,2032,1784,80,4,4,2
0.674273,6,509,387,80,4,4,2
276.781921,11,817,635,80,4,4,2
0.628222,6,536,414,80,4,4,2
0.634003,7,601,419,80,4,4,2
0.456523,8,729,487,80,4,4,2
274.19342,12,894,772,80,4,4,2
0.456319,8,603,361,80,4,4,2
0.452413,7,595,413,80,4,4,2
0.527756,7,590,408,80,4,4,2
3203.109375,31,1886,1398,80,4,4,2
617.520203,35,2242,1280,80,4,4,2
617.501343,35,2244,1282,80,4,4,2
617.499084,35,2304,1342,80,39,3,1
617.486145,35,2261,1299,80,4,4,2
617.479919,35,2281,1319,80,4,4,2
2808.347412,9,550,428,80,4,4,2
2814.851807,9,550,428,80,4,4,2
2818.703125,10,610,428,80,4,4,2
93.081902,16,1798,1550,80,4,4,2
0.382584,6,511,389,80,4,4,2
309.124603,18,2168,1920,80,4,4,2
2865.731201,12,736,614,80,39,3,1
620.760254,36,2307,1285,80,4,4,2
620.761047,35,2253,1291,80,4,4,2
0.32189,10,1912,981,80,4,4,2
0.000298,2,430,71,53,4,4,2
0.000351,2,227,69,53,4,4,2
0.000197,2,244,72,53,4,4,2
9.152836,10,980,596,80,4,4,2
309.124298,18,2168,1920,80,39,3,1
9.16988,10,951,565,80,4,4,2
0.247066,2,280,73,53,4,4,2
0.340853,10,1891,951,80,4,4,2
0.177437,2,282,74,53,4,4,2
0.306944,10,1514,596,80,4,4,2
0.022669,2,470,87,53,4,4,2
0.188257,14,6141,810,80,99,3,1
0.242727,10,1174,540,80,4,4,2
0.14843,10,1451,701,80,4,4,2
0.000533,2,424,79,53,4,4,2
0.232349,9,3075,1495,80,4,4,2
139.959991,20,3725,1855,80,4,4,2
0.001792,2,487,84,53,4,4,2
79.139999,20,6376,3099,80,4,4,2
0.001695,2,447,72,53,4,4,2
70.946922,13,4207,1665,80,4,4,2
0.211322,13,4570,2064,80,4,4,2
5.380541,10,1766,1316,80,39,3,1
0.077195,9,2195,1165,80,4,4,2
3512.154541,5,308,248,80,4,4,2
3.661504,9,732,490,80,4,4,2
0.560669,10,1030,584,80,4,4,2
0.565781,10,983,537,80,4,4,2
0.572061,6,611,489,80,4,4,2
240.075272,19,2086,1838,80,4,4,2
0.611161,6,516,394,80,4,4,2
9.153681,8,665,543,80,25,3,1
274.089966,10,782,600,80,4,4,2
2951.231934,10,610,428,80,4,4,2
3144.723633,19,1158,910,80,39,3,1
0.368943,7,563,381,80,4,4,2
1.347285,6,366,186,80,39,3,1
3.659928,5,306,186,80,4,4,2
150.341797,11,793,611,80,4,4,2
0.329079,6,501,379,80,4,4,2
0.000379,2,433,71,53,4,4,2
309.267883,19,2222,1914,80,4,4,2
0.097276,2,334,91,53,39,3,1
0.019872,2,324,86,53,139,3,1
18.370255,12,873,627,80,4,4,2
0.000354,2,260,88,53,4,4,2
0.173313,2,220,84,53,4,4,2
285.144135,12,940,758,80,39,3,1
1.356391,6,366,186,80,4,4,2
0.323114,10,1919,979,80,4,4,2
0.366199,7,558,376,80,4,4,2
392.339661,12,879,637,80,4,4,2
0.340352,10,1513,596,80,4,4,2
0.188573,14,6134,809,80,4,4,2
0.13869,10,1446,698,80,4,4,2
0.247861,9,3074,1507,80,4,4,2
0.141738,10,2272,1153,80,152,3,1
0.409496,13,4215,2076,80,4,4,2
0.033452,2,214,73,53,4,4,2
62.454163,7,1634,1022,80,4,4,2
3518.050781,5,308,248,80,4,4,2
0.035504,2,326,72,53,4,4,2
0.239115,8,1754,1021,80,4,4,2
3.120472,8,661,479,80,4,4,2
61.776878,64,54389,2581,80,39,3,1
532.988403,12,931,747,80,4,4,2
3396.225342,5,308,248,80,4,4,2
3395.684814,12,896,650,80,4,4,2
9.064365,11,1045,601,80,4,4,2
0.303715,10,1919,979,80,4,4,2
0.339148,10,1514,596,80,4,4,2
0.18737,14,6141,810,80,4,4,2
0.140116,10,1451,701,80,145,3,1
0.278064,9,3115,1545,80,4,4,2
0.140724,10,2277,1156,80,4,4,2
0.198808,13,4661,2114,80,39,3,1
0.092384,9,2195,1165,80,42,3,1
5.058932,10,1760,1366,80,25,3,1
3527.690918,5,308,248,80,4,4,2
3529.361816,5,308,248,80,154,3,1
0.125711,8,822,438,80,4,4,2
0.314464,7,561,379,80,4,4,2
0.125453,8,863,477,80,4,4,2
613.804443,13,975,853,80,4,4,2
0.322337,10,1919,979,80,4,4,2
0.322456,10,1513,596,80,4,4,2
0.12659,8,866,482,80,4,4,2
0.187413,14,6137,809,80,4,4,2
0.140381,10,1448,699,80,4,4,2
0.253963,9,3122,1554,80,4,4,2
140.20639,24,8415,1964,80,4,4,2
0.22912,13,4687,2123,80,4,4,2
0.136244,9,2194,1164,80,4,4,2
5.081396,10,1764,1314,80,4,4,2
0.125096,8,931,547,80,4,4,2
0.123531,8,863,479,80,152,3,1
0.332026,8,608,366,80,4,4,2
0.125595,8,852,468,80,4,4,2
0.551019,6,541,419,80,4,4,2
3.473506,9,756,514,80,4,4,2
3.441105,9,719,477,80,4,4,2
0.604637,7,597,415,80,4,4,2
0.405978,10,983,537,80,4,4,2
0.662485,7,544,362,80,4,4,2
0.649243,7,544,362,80,4,4,2
764.716431,12,1115,663,80,4,4,2
156.462265,11,812,690,80,4,4,2
807.988098,11,994,610,80,4,4,2
842.193176,11,797,675,80,134,3,1
9.267993,8,668,546,80,39,3,1
891.049011,13,1136,692,80,4,4,2
932.866577,12,1136,692,80,4,4,2
1002.74054,16,1394,1148,80,4,4,2
1084.200073,20,1716,1408,80,4,4,2
1018.355896,12,909,727,80,4,4,2
1053.471313,11,1017,631,80,4,4,2
1066.779663,11,997,611,80,4,4,2
3.154526,8,631,449,80,4,4,2
1162.496826,11,1013,627,80,4,4,2
1227.363647,11,1007,623,80,4,4,2
1276.499756,11,1024,638,80,4,4,2
1598.012451,21,2366,2118,80,39,3,1
150.513474,10,766,644,80,4,4,2
1356.531128,16,1323,879,80,4,4,2
9.352656,10,788,546,80,4,4,2
1363.424072,13,1160,714,80,39,3,1
1429.76355,19,2391,2083,80,4,4,2
0.326744,6,536,414,80,4,4,2
1470.959717,11,1084,700,80,39,3,1
1546.540527,11,1046,662,80,4,4,2
3110.838623,13,796,614,80,4,4,2
0.242353,7,599,417,80,4,4,2
0.369502,7,572,390,80,4,4,2
3149.570068,14,1704,722,80,4,4,2
93.105995,16,2314,2066,80,4,4,2
0.341628,10,1919,979,80,147,3,1
0.343794,10,1514,596,80,25,3,1
0.186686,13,6081,750,80,39,3,1
0.138944,10,1451,701,80,140,3,1
0.234662,9,3155,1575,80,4,4,2
0.138932,10,2277,1156,80,4,4,2
0.177882,13,4725,2144,80,4,4,2
0.100324,9,2195,1165,80,4,4,2
5.046526,10,1766,1316,80,4,4,2
155.724533,13,966,724,80,4,4,2
9.153333,10,1018,632,80,4,4,2
0.328071,7,561,379,80,152,3,1
0.000265,2,206,72,53,4,4,2
0.000374,2,206,72,53,4,4,2
0.326661,10,1915,979,80,4,4,2
369.851288,20,3010,1186,80,4,4,2
0.187687,13,6942,1635,80,4,4,2
0.220775,9,3138,1578,80,4,4,2
3406.758057,5,308,248,80,4,4,2
0.157115,13,5057,2147,80,4,4,2
0.023596,2,318,76,53,4,4,2
13.659209,11,3800,1534,80,4,4,2
0.000387,2,339,78,53,4,4,2
0.034166,2,257,78,53,4,4,2
63.096554,9,3981,1301,80,4,4,2
63.062401,10,1939,1181,80,4,4,2
0.000488,2,332,71,53,4,4,2
62.951218,8,1889,1019,80,4,4,2
62.951134,54,42951,2174,80,39,3,1
0.138973,9,950,498,80,4,4,2
0.242729,7,546,364,80,99,3,1
0.133213,8,882,496,80,4,4,2
0.263884,8,933,547,80,4,4,2
0.497078,6,546,424,80,4,4,2
0.633878,10,944,500,80,4,4,2
0.577613,6,501,379,80,4,4,2
0.566735,6,541,419,80,4,4,2
0.610301,7,601,419,80,4,4,2
156.426025,13,1142,958,80,4,4,2
3.420995,9,794,610,80,4,4,2
2037.70105,21,2450,2202,80,4,4,2
1731.445435,14,1206,822,80,4,4,2
150.379776,11,847,665,80,4,4,2
0.348511,7,558,376,80,4,4,2
9.128244,9,693,511,80,4,4,2
0.385315,8,627,385,80,4,4,2
0.325135,10,1919,979,80,4,4,2
0.31583,6,516,394,80,4,4,2
3.326653,7,578,456,80,156,3,1
0.307149,10,1514,596,80,4,4,2
3548.906982,28,1690,1028,80,4,4,2
0.188974,14,6141,810,80,4,4,2
3.388674,9,810,626,80,4,4,2
9.270748,9,714,532,80,4,4,2
0.326902,7,564,382,80,4,4,2
0.139658,10,1451,701,80,4,4,2
1.491504,6,366,186,80,4,4,2
147.708694,11,874,632,80,64,3,1
0.308017,11,3549,1919,80,154,3,1
1827.323608,12,1135,683,80,4,4,2
0.171456,10,2277,1156,80,4,4,2
0.425312,7,558,376,80,39,3,1
0.28401,13,5301,2434,80,4,4,2
0.135172,9,2195,1165,80,4,4,2
5.097722,10,1760,1366,80,4,4,2
0.317573,6,578,456,80,4,4,2
3.248129,8,671,489,80,4,4,2
9.180264,9,725,543,80,4,4,2
3288.94165,12,730,548,80,4,4,2
3415.68335,5,308,248,80,4,4,2
0.359898,10,1919,979,80,4,4,2
0.308643,10,1513,596,80,4,4,2
0.173746,2,271,73,53,4,4,2
0.206747,13,6074,749,80,4,4,2
0.138429,10,1446,698,80,4,4,2
34.859615,26,4416,943,80,4,4,2
0.293423,13,4761,1992,80,4,4,2
0.001801,2,459,94,53,4,4,2
338.031158,300,259885,14167,80,4,4,2
0.246425,10,1174,540,80,4,4,2
0.357723,10,1919,979,80,4,4,2
0.32268,10,1513,596,80,4,4,2
0.187367,14,6137,809,80,4,4,2
0.138438,10,1448,699,80,4,4,2
0.223059,11,3576,1948,80,4,4,2
0.133892,8,894,508,80,4,4,2
0.138903,10,2274,1154,80,4,4,2
0.23644,13,5353,2463,80,4,4,2
0.227931,10,993,549,80,4,4,2
0.187454,9,2194,1164,80,4,4,2
5.096224,10,1758,1364,80,4,4,2
152.71405,8,492,372,80,4,4,2
0.121446,8,854,470,80,4,4,2
0.314879,8,661,419,80,4,4,2
0.121721,8,892,508,80,4,4,2
9.42798,9,669,487,80,4,4,2
147.245758,11,834,592,80,64,3,1
0.38082,8,663,421,80,4,4,2
0.400507,8,661,419,80,4,4,2
0.39759,8,631,389,80,4,4,2
3.621612,8,663,481,80,4,4,2
3.656751,8,638,456,80,4,4,2
3.656424,7,594,472,80,39,3,1
3353.759033,10,610,428,80,4,4,2
3.552841,8,681,499,80,4,4,2
3.571725,8,664,482,80,4,4,2
3.584305,8,642,460,80,4,4,2
3368.499268,12,730,488,80,4,4,2
0.977849,2,210,72,53,4,4,2
3.735036,8,659,477,80,4,4,2
3.516875,7,603,481,80,4,4,2
0.329398,8,673,431,80,4,4,2
0.324642,7,602,420,80,4,4,2
0.312433,6,541,419,80,4,4,2
0.312816,8,653,411,80,39,3,1
3.427772,8,661,479,80,4,4,2
3.52914,8,664,482,80,4,4,2
3.54255,8,624,442,80,39,3,1
19.163164,46,33830,2075,80,4,4,2
0.369095,7,544,362,80,4,4,2
0.315467,8,648,406,80,4,4,2
0.319404,7,632,450,80,4,4,2
0.317474,8,673,431,80,4,4,2
0.000273,2,360,89,53,140,3,1
18.048929,9,2921,787,80,39,3,1
0.000451,2,375,87,53,140,3,1
18.005581,8,1905,1031,80,39,3,1
0.028912,2,249,75,53,134,3,1
1.025687,28,15465,3227,80,4,4,2
17.894285,18,7696,2465,80,4,4,2
17.862852,8,2446,1476,80,25,3,1
0.167177,2,208,70,53,39,3,1
0.001738,2,454,72,53,42,3,1
0.588313,8,692,450,80,4,4,2
17.362198,9,2512,743,80,4,4,2
0.899519,10,1710,855,80,4,4,2
0.336343,2,485,80,53,4,4,2
0.035337,2,438,78,53,4,4,2
2182.142578,20,1962,1714,80,39,3,1
16.600842,8,1359,771,80,39,3,1
0.822567,8,2186,1158,80,39,3,1
0.562819,10,1773,877,80,4,4,2
0.125674,2,345,72,53,4,4,2
3449.860352,10,610,428,80,39,3,1
0.490099,10,1919,979,80,4,4,2
15.569785,10,1586,644,80,39,3,1
15.566707,10,1614,644,80,39,3,1
0.53168,8,1730,1210,80,25,3,1
0.022641,2,424,79,53,4,4,2
0.211095,2,277,74,53,4,4,2
0.202545,10,1543,593,80,4,4,2
0.322477,10,1514,596,80,4,4,2
0.12789,8,1692,606,80,39,3,1
0.14616,10,1542,758,80,4,4,2
0.186774,13,6078,750,80,4,4,2
0.138651,10,1449,700,80,4,4,2
0.233455,13,4771,2009,80,4,4,2
3452.259033,10,610,428,80,4,4,2
0.304,10,1899,979,80,4,4,2
0.343614,10,1308,581,80,4,4,2
0.186884,15,6962,1891,80,4,4,2
0.242825,13,4502,1926,80,39,3,1
1999.947144,10,732,550,80,4,4,2
0.137906,8,855,471,80,4,4,2
3.620782,8,606,424,80,4,4,2
0.128127,9,924,472,80,4,4,2
2.683783,23,9376,4428,443,4,4,2
9.291663,10,785,543,80,4,4,2
